TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,,18.4,1000,11.27,0.4,51,,,,,,,,,,,603.42,-4.9,-64.1,855.57,750.31,2.862644416,0.777613412,0.713043478,2.946593002,5.866666667
21,No stimuli,,18.1,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,,16.7,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,,17.1,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,,22.7,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,,17.4,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,,13.8,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,,14.7,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,,13.9,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,,18.1,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),,20.6,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),,17.2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),,38.8,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),,43,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),,40.8,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),,30.8,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),,28.2,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),,24.8,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),,24.6,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),,27.4,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),,33.4,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),,35.2,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),,35.2,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),,38.8,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),,29.4,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),,30,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),,35.8,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),,34,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),,39.6,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),,38.6,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),,37,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),,33,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),,41.4,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),,41.8,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),,44.6,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),,39.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),,40.2,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),,41.4,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),,41.8,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),,39,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),,40.4,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),,42.6,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),,41.3,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),,40,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),,41,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),,39,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),,33.44,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),,40.66,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),,31.54,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),,40.28,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),,38.76,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),,39.14,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),,42.18,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),,40,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),,36.48,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),,41.42,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),,46.36,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),,43.7,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),,46.36,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),,37.62,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),,44.46,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),,37.24,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),,42.56,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),,45.98,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),,46,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),,43.7,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),,38.38,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),,40.28,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),,42.94,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),,35.34,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),,48.26,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),,37.62,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),,37.24,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),,36.86,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),,40,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),,31.16,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),,40.66,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),,45.98,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),,39.9,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),,39.14,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),,40.66,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,34.58,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,32.3,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,42.75,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,58.9,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,64.6,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,69.35,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,99.75,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),,111.15,,,,,,,,,,,,,,,,,,,,,,,,
